Country Name,Country Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Uganda,UGA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,76,75,73.1,69.8,65.9,59.5,54.6,..,..
Ukraine,UKR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,11536.0810546875,12554.8486328125,14217.486328125,15541.02734375,17846.408203125,14767.73046875,17679.904296875,18636.13671875,18904.98046875
Ukraine,UKR,"Population, total",SP.POP.TOTL,45436041,45208907,44957458,44680014,44298640,41048766,37732836,37860221,38980376
Ukraine,UKR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0.1,0.2,0.2,0,..,..,..,..,..
Ukraine,UKR,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,21.5,18.3,19.9,22.7,28.2,31,32.5,..,..
United Arab Emirates,ARE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,70281.8969423807,77446.2084020359,79816.3029999451,66790.6630877602,68580.1312912676,75059.7702106115,78019.5228244288,79343.7793099888,..
United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,9223225,9346701,9445785,9401038,9575152,10074977,10483751,10986400,11513149
United Arab Emirates,ARE,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,0,..,..,..,..,..,..,..
United Arab Emirates,ARE,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,3.6,..,..
United Kingdom,GBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,46440.8214149807,47636.0128366551,50493.9441896153,48719.8339897935,51840.4424245515,60266.7467325014,60786.7193353069,62839.4679324927,64606.4955066338
United Kingdom,GBR,"Population, total",SP.POP.TOTL,65964000,66287000,66628000,66740000,66978000,67636000,68526000,69281000,69487000
United Kingdom,GBR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0.4,0.4,0.4,0.5,0.4,..,..,..,..
United Kingdom,GBR,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,5.6,4.9,3.9,3.5,4.1,5.7,6.9,..,..
United States,USA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,60047.7190728307,62875.6661382728,65227.9565911038,64465.2971415748,71441.231980595,78008.6895811877,82586.7847707891,86169.6641581914,90026.5163005744
United States,USA,"Population, total",SP.POP.TOTL,326608609,328529577,330226227,331578104,332100166,333996304,336755052,340003797,341784857
United States,USA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1.3,1.1,1,0.4,0.3,1.4,1.2,1.1,..
United States,USA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,8.9,8.4,8.2,8,8.6,9.3,10.3,..,..
Upper middle income,UMC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,14830.2224805465,15780.4555891274,16654.0194892017,16761.8731146221,18796.441497948,20898.6897141198,22608.3773484032,24046.0225883619,25523.4542028292
Upper middle income,UMC,"Population, total",SP.POP.TOTL,2966243458,2989519673,3010528196,3027927471,3041374322,3050300704,3057927413,3068439051,3078912188
Upper middle income,UMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,4.4,3.7,3.2,3.2,3.1,2.6,2.3,2.1,..
Upper middle income,UMC,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,15.7709232,15.1634156,13.8498965,15.7392147,15.0845604,14.0302808,13.1208955,12.6137375,..
Uruguay,URY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,23606.6429970705,24386.4948473952,25782.6937211734,25725.2559304608,29431.8738833361,33033.5719368346,34545.6803727886,36596.7847357669,38314.8861221656
Uruguay,URY,"Population, total",SP.POP.TOTL,3388438,3394534,3397206,3398968,3396695,3390913,3388081,3386588,3384688
Uruguay,URY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.2,..
Uruguay,URY,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,13.3,14,14.1,15.2,15.7,16.2,..,..
Uzbekistan,UZB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8106.62280505191,8491.93421125471,8909.36758868309,8920.32011703083,9705.60054565692,10809.1380396181,11678.6257366395,12518.4323028403,13601.2917473678
Uzbekistan,UZB,"Population, total",SP.POP.TOTL,31819178,32373490,32964701,33586372,34243696,34938955,35652307,36361859,37053428
Uzbekistan,UZB,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,4.4,4.4,4.1,2.7,2.3
Uzbekistan,UZB,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,14.9,17.2,19.7,23.6,26.1,26.1,24.4,..,..
Vanuatu,VUT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3582.74831340905,3668.080208179,3762.09421920705,3511.73441840856,3546.08021896872,3918.73096260725,4201.80837273668,4367.82503750089,4525.23645747645
Vanuatu,VUT,"Population, total",SP.POP.TOTL,278507,285259,291985,298858,305868,313046,320409,327777,335169
Vanuatu,VUT,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,19.5,..,..,..,..,..,..
Vanuatu,VUT,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,23.3,23.3,23.3,..,..,..,..,..
"Venezuela, RB",VEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..
"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,30565323,29807592,28938098,28444077,28237826,28213017,28300854,28405543,28516896
"Venezuela, RB",VEN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
"Venezuela, RB",VEN,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Viet Nam,VNM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9169.73192052855,10009.9714756006,11029.2732083963,11609.3177276423,12048.9019935536,13902.9499867089,15033.899969483,16387.9087954113,18088.491587163
Viet Nam,VNM,"Population, total",SP.POP.TOTL,95176977,96237319,97173776,98079191,98935098,99680655,100352192,100987686,101598527
Viet Nam,VNM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,2.2,..,1.3,..,1.6,..,..,..
Viet Nam,VNM,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,6.2,6.2,6.5,7.6,9,10.8,10.7,..,..
Virgin Islands (U.S.),VIR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,33893.5501815475,36746.4868901838,40021.7775798024,41749.0800364553,46893.5496988741,49785.1412220186,..,..,..
Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,107281,107001,106669,106290,105870,105413,104917,104377,103792
Virgin Islands (U.S.),VIR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Virgin Islands (U.S.),VIR,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6106.64574037122,6215.81647317396,6508.44835080318,5956.28620064819,5663.12160743584,6162.27222447827,6178.51270322198,4770.6463157404,4999.71301859773
West Bank and Gaza,PSE,"Population, total",SP.POP.TOTL,4454805,4569087,4685306,4803269,4922749,5043612,5165775,5289152,5413596
West Bank and Gaza,PSE,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,2.1,..,..
West Bank and Gaza,PSE,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,26.3,26.8,27.8,28.4,28.1,27.4,27,..,..
World,WLD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,16429.0103801342,17293.9495577393,18132.2535880815,17910.1867404411,19865.9266203614,22005.9139557162,23381.6927256577,24544.4750035019,25703.7416091769
World,WLD,"Population, total",SP.POP.TOTL,7613788655,7696159728,7777162476,7853863139,7919567995,7988550201,8062923417,8140897523,8215424893
World,WLD,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,11.8,11.1,..,11.4,11.3,10.9,10.6,10.4,..
World,WLD,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,23.5423649,24.6104178,24.9516781,28.7608957,28.8673542,28.4676878,28.3572086,27.9879394,..
"Yemen, Rep.",YEM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..
"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,33090921,34085182,35111408,36134863,37140230,38222876,39390799,40583164,41773878
"Yemen, Rep.",YEM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
"Yemen, Rep.",YEM,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,46.6,46,49.4,58.5,67.2,72.5,73,..,..
Zambia,ZMB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3391.62768492775,3442.27307196302,3361.39750299612,3157.30009311643,3503.03491418372,3840.115825721,4080.35544205923,4221.01397093025,4379.26131013191
Zambia,ZMB,"Population, total",SP.POP.TOTL,17441320,17973569,18513839,19059395,19603607,20152938,20723965,21314956,21913874
Zambia,ZMB,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,71.7,..,..,..
Zambia,ZMB,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,52,54.2,52.5,51.8,47.9,46.1,45.3,..,..
Zimbabwe,ZWE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10756.4454416985,3992.890718675,4165.92242720214,4178.509676231,4827.10960165994,5395.02452868174,5795.99047011573,5932.87021993648,6470.41613223905
Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,14812482,15034452,15271368,15526888,15797210,16069056,16340822,16634373,16950795
Zimbabwe,ZWE,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,44.7,..,49.2,..,..,..,..,..,..
Zimbabwe,ZWE,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,67,66.7,69.8,73,73.6,70.7,68.8,..,..
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,
Last Updated: 07/13/2026,,,,,,,,,,,,
